album,titulo,letra,compositor,artista
"{'titulo_album': 'Como Dizia o Poeta', 'ano': '2001'}",Turbilhão,"Venha se perder nesse turbilhão. 
Não se esqueça de fazer 
Tudo o que pedir esse seu coração.
Tem muita gente que só vive pra pensar;
Existe aquele que não pensa pra viver. 
Eu, por exemplo, na paixão, 
Mesmo que tenha que sofrer, 
Eu abro o jogo e o coração
E deixo o meu barco correr.
Tem muita gente que não quer se complicar;
Existe aquele que não perde a sua fé. 
Eu, por exemplo, meu amigo, 
Pelo amor de uma mulher, 
Eu viro a cara pro perigo 
E seja lá o que Deus quiser.
",Composição:  Mutinho / Toquinho · ,Vinicius de Moraes
"{'titulo_album': 'Como Dizia o Poeta', 'ano': '2001'}",Apelo,"Ah, meu amor não vás embora
Vê a vida como chora, vê que triste esta canção
Não, eu te peço, não te ausentes
Pois a dor que agora sentes, só se esquece no perdão
Ah, minha amada me perdoa
Pois embora ainda te doa a tristeza que causei
Eu te suplico não destruas tantas coisas que são tuas
Por um mal que eu já paguei
Ah, minha amada, se soubesses
Da tristeza que há nas preces
Que a chorar te faço eu
Se tu soubesses num momento todo arrependimento
Como tudo entristeceu
Se tu soubesses como é triste
Perceber que tu partiste
Sem sequer dizer adeus
Ah, meu amor tu voltarias
E de novo cairias
A chorar nos braços meus
(falado por Vinícius de Moraes)
De repente do riso fez-se o pranto,
silencioso e branco como a bruma
E das bocas unidas fez-se a espuma
E das mãos espalmadas fez-se o espanto.
De repente da calma fez-se o vento,
Que dos olhos desfez a última chama,
E da paixão fez-se o pressentimento,
E do momento imóvel fez-se o drama.
De repente não mais que de repente,
Fez-se de triste o que se fez amante
E de sozinho que se fez contente.
Fez-se do amigo próximo, o distante,
Fez-se da vida uma aventura errante,
De repente não mais que de repente.
(novamente no ritmo da música)
Ah, meu amor tu voltarias
E de novo cairias
A chorar nos braços meus.
Ah, meu amor tu voltarias
E de novo cairias
A chorar nos braços meus.
",Composição:  Baden Powell / Vinícius de Moraes · ,Vinicius de Moraes
"{'titulo_album': 'Como Dizia o Poeta', 'ano': '2001'}",Januária,"Toda gente homenageia
Januária na janela
Até o mar faz maré cheia
Pra chegar mais perto dela
O pessoal desce na areia
E batuca por aquela
Que, malvada, se penteia
E não escuta quem apela
Quem madruga sempre encontra
Januária na janela
Mesmo o sol quando desponta
Logo aponta os lados dela
Ela faz que não dá conta
De sua graça tão singela
O pessoal se desaponta
Vai pro mar levanta vela
",Composição:  Chico Buarque de Hollanda · ,Vinicius de Moraes
"{'titulo_album': 'Como Dizia o Poeta', 'ano': '2001'}",Dora,"Dora, rainha do frevo e do maracatu
Dora, rainha cafuza de um maracatu
Te conheci no Recife dos rios
Cortado de pontes
Dos bairros das fontes coloniais
Dora, chamei
Ô, Dora
Ô, Dora
Eu vim à cidade pra ver meu bem passar
Ô, Dora, agora
No meu pensamento eu te vejo
Requebrando pra cá e hora pra lá
Meu bem
Os clarins da banda militar
Tocam para anunciar
Sua Dora agora vai passar
Venham ver o que é bom
Ô, Dora, rainha do frevo e do maracatu
Ninguém requebra nem dança melhor do que tu
Ô, Dora, rainha do frevo e do maracatu
Ninguém requebra nem dança melhor do que tu
Ô, Dora
Ô, Dora
Dora rainha do frevo e do maracatu
Dora, rainha cafuza de um maracatu
Do maracatu
Dora, rainha do maracatu
",Composição:  Caymmi · ,Vinicius de Moraes
"{'titulo_album': 'Como Dizia o Poeta', 'ano': '2001'}",Morena Flor,"Morena flor me dê um cheirinho
Cheinho de amor
Depois também me dê todo esse denguinho
Que só você tem
Sem você o que ia ser de mim
Eu ia ficar tão triste
Tudo ia ser tão ruim
Acontece que a Bahia fez você todinha assim
Só para mim
",Composição:  Toquinho / Vinícius de Moraes · ,Vinicius de Moraes
"{'titulo_album': 'Como Dizia o Poeta', 'ano': '2001'}",Marcha de Quarta-Feira de Cinzas,"Acabou nosso carnaval
Ninguém ouve cantar canções
Ninguém passa mais
Brincando feliz
E nos corações
Saudades e cinzas
Foi o que restou
Pelas ruas o que se vê
É uma gente que nem se vê
Que nem se sorri
Se beija e se abraça
E sai caminhando
Dançando e cantando
Cantigas de amor
E no entanto é preciso cantar
Mais que nunca é preciso cantar
É preciso cantar e alegrar a cidade
A tristeza que a gente tem
Qualquer dia vai se acabar
Todos vão sorrir
Voltou a esperança
É o povo que dança
Contente da vida
Feliz a cantar
Porque são tantas coisas azuis
E há tão grandes promessas de luz
Tanto amor para amar de que a gente nem sabe
Quem me dera viver pra ver
E brincar outros carnavais
Com a beleza
Dos velhos carnavais
Que marchas tão lindas
E o povo cantando
Seu canto de paz
Seu canto de paz
",Composição:  Carlos Lyra / Vinícius de Moraes · ,Vinicius de Moraes
"{'titulo_album': 'Como Dizia o Poeta', 'ano': '2001'}",Tristeza,"Tristeza
Por favor vai embora
A minha alma que chora
Está vendo o meu fim
Fez do meu coração
A sua moradia
Já é demais o meu penar
Quero voltar aquela
Vida de alegria
Quero de novo cantar
la ra rara, la ra rara
la ra rara, rara
Quero de novo cantar
",Composição:  Haroldo Lobo · ,Vinicius de Moraes
"{'titulo_album': 'Como Dizia o Poeta', 'ano': '2001'}",Cara-De-Pau,"Pega aquela muleta!
Pule como perneta!
E onde é que está sua perna de pau?
Chega dessa corcova
Ponha uma bossa nova
E atarracha uma cara de pau
E por todo o caminho
Vá naquele passinho
Devagarinho
Bem de mansinho
Devagarinho
Bem de mansinho
Pregue a orelha na boca
Faça cara de louca
Elimine dois dedos da mão
Ponha um olho de vidro
E um pé dentro do ouvido
Fique sempre a três palmos do chão
E a mão estendida
É uma boa pedida
Grande pedida!
Boa pedida!
Grande pedida!
Boa pedida!
",Composição:  Edú Lobo / Vinícius de Moraes · ,Vinicius de Moraes
"{'titulo_album': 'Como Dizia o Poeta', 'ano': '2001'}",O Céu É o Meu Chão,"Minha alma é triste
Como o chão deste cerrado
Que se estende desolado
Por mil léguas de silêncio e solidão
E aonde a mulher que tem meu sono acorrentado
Nem parece dar cuidado
À grande mágoa que me vai no coração
Amor, meu tormento
Meu céu e meu chão
Aonde só se ouve o vento
Gemer de paixão
Amor, minha mágoa
Que nada desfaz
Este pranto sem água
Este canto sem paz
Ah, se ela enfim
Sentisse nela de repente
Que ela cala mas consente
Que ela sente que eu só quero os braços seus
E um dia assim como quem faz
Porque acontece num abraço
Ela me desse a esperança
De poder dizer-lhe adeus
",Composição:  Toquinho / Vinícius de Moraes · ,Vinicius de Moraes
"{'titulo_album': 'Como Dizia o Poeta', 'ano': '2001'}",Modinha,"Não!
Não pode mais meu coração
Viver assim dilacerado
Escravizado a uma ilusão
Que é só desilusão
Ah, não seja a vida sempre assim
Como um luar desesperado
A derramar melancolia em mim
Poesia em mim
Vai, triste canção, sai do meu peito
E semeia a emoção
Que chora dentro do meu coração
Coração
",Composição:  Antonio Carlos Jobim / Vinícius de Moraes · ,Vinicius de Moraes
"{'titulo_album': 'Como Dizia o Poeta', 'ano': '2001'}",No Colo da Serra,"Uma casinha qualquer
No colo da serra
Um palmo de terra
Pra se plantar
O colo de uma mulher
Uma companheira
Uma brasileira
Pra se amar
Se eu tiver que lutar
Vou é lutar por ela
Se eu tiver que morrer
Vou é morrer por ela
E se eu tiver que ser feliz
Você vai ter que ser feliz também!
Homens vieram da noite
Em gritos de guerra
Feriram a terra
O céu e o mar
Homens ficaram no chão
Mirando as estrelas
Mas sem poder vê-las
No céu brilhar
E o que mais prometer
Aos herdeiros da vida?
E que versos fazer
À mulher concebida?
E quando alguém morrer assim
Vai ser a morte para mim também!
E que versos fazer
À mulher concebida?
Se eu tiver que morrer
Vou morrer pela vida!
Se eu tiver que morrer
Vou morrer pela vida!
",Composição:  Toquinho / Vinícius de Moraes · ,Vinicius de Moraes
"{'titulo_album': 'Como Dizia o Poeta', 'ano': '2001'}",Quem És?,"Quem és tu
Quem és
Serás a sombra que me espera
Ou és a breve primavera
A mariposa que se pousa
E que se vai
Quem és, amor
Que me surgiste como a cor no mundo triste
Ou como o verso imprescindível que revela
E que se vai
Me deixaste provar de uma alegria
Que eu não sabia mais
A súbita poesia de um único verão
Me deixaste saber que ainda existe o som
De uma canção
A paz sem nostalgia
O amor sem solidão
Amor, quem és
Que penetraste o meu silêncio
Com teus pés tão frágeis
Ah, pudesse eu saber
Um dia finalmente
Quem és
",Composição:  Sergio Endrigo / Toquinho / Vinícius de Moraes · ,Vinicius de Moraes
"{'titulo_album': 'Como Dizia o Poeta', 'ano': '2001'}",Se o Amor Quiser Voltar,"Se o amor quiser voltar
Que terei pra lhe contar
A tristeza das noites perdidas
Do tempo vivido em silêncio
Qualquer olhar lhe vai dizer
Que o adeus me faz morrer
E eu morri tantas vezes na vida
Mas se ele insistir
Mas se ele voltar
Aqui estou sempre a esperar
",Composição:  Toquinho / Vinícius de Moraes · ,Vinicius de Moraes
"{'titulo_album': 'Como Dizia o Poeta', 'ano': '2001'}",Meu Pai Oxalá,"Atotô, Obaluaiê
Atotô, babá
Atotô, Obaluaiê
Atotô, babá
Vem das águas de Oxalá
Essa mágoa que me dá
Ela parecia o dia
A romper da escuridão
Linda no seu manto
Todo branco
Em meio à procissão
E eu
Que ela nem via
Ao Deus pedia amor
E proteção
(2x):
Meu pai Oxalá
É o rei
Venha me valer
Meu pai Oxalá
É o rei
Venha me valer
O velho Omulu
Atotô, Obaluaiê
O velho Omulu
Atotô, Obaluaiê
Que vontade de chorar
No terreiro de Oxalá
Quando eu dei
Com a minha ingrata
Que era filha de Iansã
Com a sua espada
Cor-de-prata
Em meio à multidão
Cercando Xangô
Num balanceio
Cheio de paixão
(2x):
Meu pai Oxalá
É o rei
Venha me valer
Meu pai Oxalá
É o rei
Venha me valer
O velho Omulu
Atotô, Obaluaiê
O velho Omulu
Atotô, Obaluaiê
Atotô, Obaluaiê
Atotô, babá
Atotô, Obaluaiê
Atotô, babá
",Composição:  Toquinho / Vinícius de Moraes · ,Vinicius de Moraes
"{'titulo_album': 'Como Dizia o Poeta', 'ano': '2001'}",O Bem-amado,"A noite no dia, a vida na morte, o céu no chão
Pra ele, vingança dizia muito mais que o perdão
O riso no pranto, a sorte no azar, o sim no não
Pra ele, o poder valia muito mais que a razão
Quando o sol da manhã vem nos dizer
Que o dia que vem pode trazer
O remédio pra nossa ferida, abre o meu coração
Logo o vento da noite vem lembrar
Que a morte está sempre a esperar
Em um canto qualquer desta vida
Quer queira, quer não
O espanto na calma, coragem no medo
Vai e vem, o corpo sem alma
Ainda na dor que o mal não tem
A noite no dia, a vida na morte, o céu no chão
Pra ele, vingança dizia muito mais que o perdão
",Composição:  Toquinho / Vinícius de Moraes · ,Vinicius de Moraes
"{'titulo_album': 'Como Dizia o Poeta', 'ano': '2001'}",Veja Você,"Veja você, eu que tanto cuidei, minha paz
Tenho o peito doendo, sangrando de amor
Por demais
Agora eu sei a extensão da loucura que fiz
Eu que acordo cantando
Sem medo de ser infeliz
Quem te viu, quem te vê, hein, rapaz?
Você tinha era manias demais
Mas aí o amor chegou
Desabou a sua paz
Despediu seu desamor pra nunca mais
Algum dia você vai compreender
A extensão de todo bem que eu lhe fiz
E você há de dizer: meu amor, eu sou feliz
Quem te viu e quem te vê, hein, rapaz?
",Composição:  Toquinho / Vinícius de Moraes · ,Vinicius de Moraes
"{'titulo_album': 'Como Dizia o Poeta', 'ano': '2001'}",Samba de Gésse,"Até parece
Que eu conhecia sempre você
Que me aparece
Quando eu não via jeito de ser
A gente esquece
Que a gente muda de bem-querer
Ah, se eu pudesse
Tinha esperado só por você
Quando amanhece
Eu ao meu lado vejo você
Eu digo em prece
Que a vida é linda como você
Eu que era louco
Eu que era triste
Deixei de ser
Até parece
Que só existe eu e você
",Composição:  Vinícius de Moraes · ,Vinicius de Moraes
"{'titulo_album': 'Como Dizia o Poeta', 'ano': '2001'}",Valsa Para o Ausente,"Procura ouvir
A minha voz
Na tua solidão
Procura ver
Meu corpo a sós
Arder na escuridão
Procura, amor
Em tua dor
Sentir o pranto meu
Aqui estou eu
A te esperar
Com tudo que foi teu
Não tardes mais
Que as tardes más
Já vão anoitecer
",Composição:  Vinícius de Moraes · ,Vinicius de Moraes
"{'titulo_album': 'Como Dizia o Poeta', 'ano': '2001'}",A Flor da Noite,"Na solidão escura
Do velho Pelourinho
Matilde, a louca mansa
Vivia mercando assim:
Olha a flor da noite ...
Olha a flor da noite ...
Seria a flor da noite
A luz da estrela solitária
A tremular tão pura
Sobre o velho Pelourinho?
Ou o som da voz ausente
Da menina prostituta
Que mercava o seu triste descaminho:
Olha a flor da noite!
Olha a flor da noite!
Ou seria a flor da noite
A face oculta atrás da aurora
Por quem o homem luta
Desde nunca até agora
A louca aprisionada
Pelos monstros do poente
E que avisa e grita alucinadamente:
Olha a flor da noite!
Olha a flor da noite!
",Composição:  Toquinho / Vinícius de Moraes · ,Vinicius de Moraes
"{'titulo_album': 'Como Dizia o Poeta', 'ano': '2001'}",Canto de Oxum,"Nhe-nhen-nhen Nhen-nhen-nhen-xo-rodô Nhe-nhen-nhen Nhen-nhen-nhen-xo-rodô
É o mar, é o mar Fé-fé xo-ro-dô!
Nhe-nhen-nhen Nhen-nhen-nhen-xo-rodô Nhe-nhen-nhen Nhen-nhen-nhen-xo-rodô
É o mar, é o mar Fé-fé xo-ro-dô!
Xangô andava em guerra
Vencia toda terra
Tinha ao seu lado Iansã pra lhe ajudar
Oxum era a rainha
Na mão direita tinha
O Seu espelho onde vivia a se mirar
Nhe-nhen-nhen Nhen-nhen-nhen-xo-rodô Nhe-nhen-nhen Nhen-nhen-nhen-xo-rodô
É o mar, é o mar, fé-fé xo-ro-dô!
Nhe-nhen-nhen Nhen-nhen-nhen-xo-rodô Nhe-nhen-nhen Nhen-nhen-nhen-xo-rodô
É o mar, é o mar Fé-fé xo-ro-dô!
Quando Xangô voltou
O povo celebrou
Teve uma festa que ninguém mais esqueceu
Tão linda Oxum entrou
Que veio o Rei Xangô
E a colocou no trono esquerdo ao lado seu
Nhe-nhen-nhen Nhen-nhen-nhen-xo-rodô Nhe-nhen-nhen Nhen-nhen-nhen-xo-rodô
É o mar, é o mar Fé-fé xo-ro-dô!
Nhe-nhen-nhen Nhen-nhen-nhen-xo-rodô Nhe-nhen-nhen Nhen-nhen-nhen-xo-rodô
É o mar, é o mar Fé-fé xo-ro-dô!
Iansã apaixonada
Cravou a sua espada
No lugar vago que era o trono da tradição
Chamou um temporal
E no pavor geral
Correu dali gritando a sua maldição
(Eparrei, Iansã)
Nhe-nhen-nhen Nhen-nhen-nhen-xo-rodô Nhe-nhen-nhen Nhen-nhen-nhen-xo-rodô
",Composição:  Toquinho / Vinícius de Moraes · ,Vinicius de Moraes
"{'titulo_album': 'Como Dizia o Poeta', 'ano': '2001'}",A Terra Prometida,"Poder dormir
Poder morar
Poder sair
Poder chegar
Poder viver
Bem devagar
E depois de partir poder voltar
E dizer: este aqui é o meu lugar
E poder assistir ao entardecer
E saber que vai ver o sol raiar
E ter amor e dar amor
E receber amor até não poder mais
E sem querer nenhum poder
Poder viver feliz pra se morrer em paz
",Composição:  Vinícius de Moraes · ,Vinicius de Moraes
"{'titulo_album': 'Como Dizia o Poeta', 'ano': '2001'}",Testamento,"Você que só ganha pra juntar
O que é que há, diz pra mim, o que é que há?
Você vai ver um dia
Em que fria você vai entrar
Por cima uma laje 
Embaixo a escuridão 
É fogo, irmão! É fogo, irrnão!
Falado
Pois é, amigo, como se dizia antigamente, o buraco é mais embaixo... E você com todo o seu baú, vai ficar por lá na mais total solidão, pensando à beça que não levou nada do que juntou: só seu terno de cerimônia. Que fossa, hein, meu chapa, que fossa...
Cantado
Você que não pára pra pensar
Que o tempo é curto e não pára de passar
Você vai ver um dia, que remorso! 
Como é bom parar
Ver um sol se pôr
Ou ver um sol raiar
E desligar, e desligar
Falado
Mas você, que esperança... Bolsa, títulos, capital de giro, public relations (e tome gravata!), protocolos, comendas, caviar, champanhe (e tome gravata!), o amor sem paixão, o corpo sem alma, o pensamento sem espírito
(e tome gravata!) e lá um belo dia, o enfarte; ou, pior ainda, o psiquiatra
Cantado
Você que só faz usufruir 
E tem mulher pra usar ou pra exibir 
Você vai ver um dia 
Em que toca você foi bulir!
A mulher foi feita
Pro amor e pro perdão
Cai nessa não, cai nessa não
Falado
Você, por exemplo, está aí com a boneca do seu lado, linda e chiquérrima, crente que é o amo e senhor do material. É, amigo, mas ela anda longe, perdida num mundo lírico e confuso, cheio de canções, aventura e magia. E você nem sequer toca a sua alma. É, as mulheres são muito estranhas, muito estranhas
Cantado
Você que não gosta de gostar 
Pra não sofrer, não sorrir e não chorar 
Você vai ver um dia 
Em que fria você vai entrar!
Por cima uma laje 
Embaixo a escuridão 
É fogo, irmão! É fogo, irmão!
",Composição:  Toquinho / Vinícius de Moraes · ,Vinicius de Moraes
